OBJECTID,Latitude,Longitude,Initial Source SIT209 Record Date,Incident Name,Incident Number,100% Contained?,IMT Type Assigned (Highest-level),Geographic Area,New to IMSR,IMSR Post Date (ISO Format),IRWIN ID,IRWIN Fire Discovery Date Time,Most Recent Date Posted Flag,Occurrence,Incident Size (Acres),NWCG UniqueFireIdentifier,x,y
42216,27.5616667,-81.9072222,2/24/2024 12:00:00 AM,Mine View Road,FL-FLS-1500058,c,,SAC,y,20240301,06db9346-7c0b-4eae-9a1f-b561445903d4,2/23/2024 6:15:00 PM,,ONLY,514,2024-FLFLS-1500058,-81.9072222,27.5616667
42217,30.7719444,-89.5633333,2/24/2024 12:00:00 AM,L Jack Stewart Rd,MS-MSS-012110,c,,SAC,y,20240301,fc20b3cf-c879-4084-b64b-2ab4423de0aa,2/24/2024 7:15:00 PM,,ONLY,230,2024-MSMSS-012110,-89.5633333,30.7719444000001
42218,30.8897222,-89.5430556,2/24/2024 12:00:00 AM,Pearl River,MS-MSS-012107,c,,SAC,y,20240301,7d00c9eb-be7a-4e7e-8dd9-71493002911b,2/24/2024 9:45:00 PM,,ONLY,178,2024-MSMSS-012107,-89.5430555999999,30.8897222000001
42219,31.4997222,-89.9633333,2/25/2024 12:00:00 AM,Progress Rd,MS-MSS-012007,c,,SAC,y,20240301,0f15458f-9753-4a07-ac58-39343e473246,2/25/2024 2:45:00 PM,,ONLY,741,2024-MSMSS-012007,-89.9633333,31.4997222000001
42220,31.1661111,-90.6069444,2/25/2024 12:00:00 AM,Dickie Mills Rd,MS-MSS-012213,c,,SAC,y,20240301,0603fde7-d81f-4f7f-ba3e-589cf2cc5c62,2/25/2024 9:00:00 PM,,ONLY,110,2024-MSMSS-012213,-90.6069444,31.1661111
42221,30.4802778,-93.4688889,2/24/2024 12:00:00 AM,Alton Pierce Rd,LA-LAS-000072,c,,SAC,y,20240301,97064d17-2b09-45e9-93b2-6f7179c994cb,2/24/2024 4:55:00 PM,,ONLY,165,2024-LALAS-000072,-93.4688889,30.4802778000001
42222,36.2527778,-84.3361111,2/27/2024 12:00:00 AM,Stoney Fork,TN-TNS-240203,c,,SAC,y,20240301,8c30268f-d398-4b80-b3c9-fefdfb14a199,2/26/2024 7:55:11 PM,,ONLY,227,2024-TNTNS-240203,-84.3361111,36.2527778
42223,35.4975,-96.4013889,2/26/2024 12:00:00 AM,Pitbull,OK-OMA-000497,c,,SAC,y,20240301,926e5c2e-75c4-40d9-94b8-fafb0b55d2ec,2/26/2024 6:27:54 PM,,ONLY,168,2024-OKOMA-000497,-96.4013889,35.4975000000001
42224,31.5213889,-89.9522222,2/24/2024 12:00:00 AM,Palestine Rd,MS-MSS-012341,c,,SAC,y,20240301,45287eed-c9ef-4e53-a678-b3232e2e0997,2/25/2024 1:45:00 AM,,ONLY,1409,2024-MSMSS-012341,-89.9522221999999,31.5213889
42225,32.9291667,-88.2511111,2/25/2024 12:00:00 AM,Claude Jackson 35,AL-ALS-2024022530,c,,SAC,y,20240301,37f01911-eca1-4f9d-a2e7-f887819a6657,2/25/2024 7:57:00 PM,,ONLY,440,2024-ALALS-2024022530,-88.2511110999999,32.9291667000001
42226,30.7541667,-87.5941667,2/24/2024 12:00:00 AM,Mosquito Fork,AL-ALS-2024022431,c,,SAC,y,20240301,cad1eb5c-0338-4ccf-a072-a0eb3f19c9de,2/24/2024 7:28:00 PM,,ONLY,1210,2024-ALALS-2024022431,-87.5941667,30.7541667
42229,39.2033333,-103.3033333,2/25/2024 12:00:00 AM,Big Sandy,CO-LCX-000168,c,,RMC,y,20240301,02885eef-9b3a-4f78-9f73-79f8b85cb521,2/25/2024 8:00:00 PM,,ONLY,956,2024-COLCX-000168,-103.3033333,39.2033333000001
42230,44.2522222,-104.9233333,2/25/2024 12:00:00 AM,Hwy 16,WY-CRX-240138,c,,RMC,y,20240301,ce205db9-d19c-4891-967f-2374497688ce,2/25/2024 8:45:00 PM,,ONLY,1246,2024-WYCRX-240138,-104.9233333,44.2522222000001
42231,44.7436111,-104.8677778,2/27/2024 12:00:00 AM,Rock,WY-CRX-240133,c,,RMC,y,20240301,0c8a92c1-09d8-42a4-afcb-57c023d102a5,2/25/2024 10:00:00 PM,,ONLY,214,2024-WYCRX-240133,-104.8677778,44.7436111000001
42232,39.2722222,-94.9408333,2/23/2024 12:00:00 AM,14Th Street,KS-LVX-000122,c,,RMC,y,20240301,5f7135f5-e1ae-4d00-99a9-72c2e4f4ee39,2/13/2024 9:30:00 PM,,ONLY,400,2024-KSLVX-000122,-94.9408333,39.2722222
42234,37.808617,-91.105117,2/26/2024 12:00:00 AM,Shoal,MO-MTF-000111,c,,EACC,y,20240301,df3a9246-2a1c-4260-8d35-6c8520cfcabc,2/26/2024 5:18:32 PM,,ONLY,150,2024-MOMTF-000111,-91.105117,37.808617
42235,37.4627778,-91.3961111,2/28/2024 12:00:00 AM,Beason Hollow,MO-MTF-000132,c,,EACC,y,20240301,662b70a3-3ce1-4e5e-8428-e60a176d7b3d,2/28/2024 5:02:00 PM,,ONLY,690,2024-MOMTF-000132,-91.3961111,37.4627778
42236,37.5419444,-92.0416667,2/24/2024 12:00:00 AM,Green,MO-MTF-000096,c,,EACC,y,20240301,9b239d29-706d-4fb3-bc67-6a03aedfbcbc,2/24/2024 7:24:19 PM,,ONLY,327,2024-MOMTF-000096,-92.0416667,37.5419444
42237,36.878,-91.233,2/28/2024 12:00:00 AM,Barn Log,MO-MTF-000135,c,,EACC,y,20240301,b4dedc42-4088-4148-a44d-373d574b2a2a,2/28/2024 8:25:54 PM,,ONLY,227,2024-MOMTF-000135,-91.2329999999999,36.878
42525,35.6477778,-94.5902778,2/27/2024 12:00:00 AM,Jackjumper,OK-CNA-000516,c,,SAC,,20240304,896827b3-7111-4783-ae88-7c3e81059480,2/27/2024 2:53:31 PM,,LAST,240,2024-OKCNA-000516,-94.5902778,35.6477778
42526,36.305,-94.9483333,2/27/2024 12:00:00 AM,Kenwood 11,OK-CNA-000521,c,,SAC,,20240304,8ccf8a92-53dc-4f1a-9be7-a6379dc7586b,2/27/2024 6:31:57 PM,,LAST,316,2024-OKCNA-000521,-94.9483332999999,36.3050000000001
42527,31.0391667,-88.29,2/24/2024 12:00:00 AM,Russell Rd,AL-ALS-2024022470,c,,SAC,,20240304,1959bd7b-3b10-4faa-af44-1e36e8cee518,2/29/2024 7:02:00 PM,,LAST,375,2024-ALALS-2024022470,-88.29,31.0391667000001
42528,31.1433333,-89.0933333,2/28/2024 12:00:00 AM,Range 50B,MS-MNF-000165,c,,SAC,,20240304,c0400e71-7a2e-4178-9696-1ba89dd38372,2/28/2024 9:37:00 PM,,LAST,754,2024-MSMNF-000165,-89.0933333,31.1433333000001
42529,30.5163889,-95.3,2/24/2024 12:00:00 AM,New Hope,TX-TXF-000113,c,,SAC,,20240304,400fb413-6198-4ffa-87af-0d16f105fdd9,2/24/2024 8:39:00 PM,,LAST,779,2024-TXTXF-000113,-95.3,30.5163889
42530,36.8344444,-101.4825,2/27/2024 12:00:00 AM,L Road,OK-OKS-240246,c,,SAC,,20240304,6b808a7d-9144-4ad2-89a7-408b890ec7fa,2/27/2024 7:18:00 PM,,LAST,323,2024-OKOKS-240246,-101.4825,36.8344444000001
42531,34.968,-95.119,2/28/2024 12:00:00 AM,North Winds Second Mountain,OK-OKS-000240248,c,,SAC,,20240304,7a326fcf-1ed8-4463-8cc3-452b542234e6,2/25/2024 9:00:00 PM,,LAST,2278,2024-OKOKS-000240248,-95.119,34.9680000000001
42532,34.8213889,-95.2272222,2/26/2024 12:00:00 AM,Gaines Creek,OK-OKS-240212,c,,SAC,,20240304,a44cb8ee-8771-4f5a-bfef-04f1c79e00a1,2/26/2024 9:45:00 PM,,LAST,650,2024-OKOKS-240212,-95.2272222,34.8213889
42533,34.9847222,-95.4322222,2/26/2024 12:00:00 AM,Boiling Springs East,OK-OKS-240213,c,,SAC,,20240304,aa7e69a8-ccc0-4e78-849c-b1bbe5b05728,2/26/2024 8:30:00 PM,,LAST,1152,2024-OKOKS-240213,-95.4322222,34.9847222000001
42534,36.4425,-94.7597222,2/27/2024 12:00:00 AM,Jbar,OK-OKS-240238,c,,SAC,,20240304,edf08f6d-195b-4152-b505-d09c574a8c0a,2/27/2024 10:30:00 PM,,LAST,110,2024-OKOKS-240238,-94.7597221999999,36.4425000000001
42535,34.8438889,-95.2052778,2/25/2024 12:00:00 AM,Bobcat Ridge No. 1,OK-OKS-240197,c,,SAC,,20240304,96e81ddc-fb6b-4463-844b-f681040f5e40,2/25/2024 9:00:00 PM,,LAST,535,2024-OKOKS-240197,-95.2052778,34.8438889
42536,34.8316667,-95.2438889,2/27/2024 12:00:00 AM,Bobcat Ridge No. 2,OK-OKS-240226,c,,SAC,,20240304,b58f5a58-de2e-4c63-8788-67e803ae48b0,2/27/2024 6:00:00 AM,,LAST,400,2024-OKOKS-240226,-95.2438888999999,34.8316667
42537,35.7369444,-95.0375,2/27/2024 12:00:00 AM,Circle Drive,OK-OKS-240236,c,,SAC,,20240304,ef366d07-2401-4a87-8949-c63498dcf42f,2/27/2024 10:00:00 PM,,LAST,273,2024-OKOKS-240236,-95.0375,35.7369444
42538,35.8505556,-95.1358333,2/27/2024 12:00:00 AM,Hick'S Branch,OK-OKS-240233,c,,SAC,,20240304,b69e6523-2741-48d8-a07e-fa62f2f0e185,2/27/2024 8:45:00 PM,,LAST,575,2024-OKOKS-240233,-95.1358332999999,35.8505556000001
42539,35.9425,-94.6919444,2/27/2024 12:00:00 AM,Lost,OK-OKS-240237,c,,SAC,,20240304,8013af5b-c022-4456-ae82-f1145067d1c9,2/27/2024 10:00:00 PM,,LAST,114,2024-OKOKS-240237,-94.6919444,35.9425000000001
42543,36.022,-92.634,3/2/2024 12:00:00 AM,Sanders Road,AR-BUP-000572,c,,SAC,y,20240304,b7adb659-f907-4dde-b8bf-e13efb7dce35,3/1/2024 3:25:30 PM,,ONLY,1100,2024-ARBUP-000572,-92.634,36.022
42549,38.9,-97.761,2/29/2024 12:00:00 AM,Watkins Road,KS-SAX-000174,c,,RMC,y,20240304,e3238c64-7744-41dc-8b34-ed735f1dfea6,2/29/2024 6:15:00 PM,,ONLY,1280,2024-KSSAX-000174,-97.761,38.9
42821,31.085633,-89.17265,2/28/2024 12:00:00 AM,FS 310B,MS-MNF-000164,c,,SAC,,20240308,cc60d6bf-3e3b-4b86-b531-582b1b9fe56e,2/28/2024 7:43:05 PM,,LAST,778,2024-MSMNF-000164,-89.17265,31.085633
42822,36.0327778,-96.2622222,2/27/2024 12:00:00 AM,Tiger Creek,OK-OMA-000543,c,,SAC,,20240308,085e9968-a258-4700-bd75-d55ca5edd008,2/27/2024 6:02:00 PM,,LAST,312,2024-OKOMA-000543,-96.2622221999999,36.0327778000001
42823,31.438431,-88.655033,2/24/2024 12:00:00 AM,Griffin Creek,MS-MNF-000132,c,,SAC,,20240308,98ee03d3-9c61-4e8a-8c5e-8b28aeb0b4c3,2/24/2024 7:05:00 PM,,LAST,961,2024-MSMNF-000132,-88.6550329999999,31.438431
42824,36.3333333,-94.6483333,3/6/2024 12:00:00 AM,Yergn,OK-OKS-240317,c,,SAC,y,20240308,e63a0495-4adf-423d-8f92-f9ab58ff8179,3/6/2024 1:00:00 AM,,ONLY,157,2024-OKOKS-240317,-94.6483333,36.3333333
42825,35.5032482,-102.2525277,2/28/2024 12:00:00 AM,Magenta,TX-TXS-240337,c,,SAC,,20240308,0410bc57-a745-4f0a-a718-6ee6dbbc042f,2/27/2024 11:47:25 PM,,LAST,3297,2024-TXTXS-240337,-102.2525277,35.5032482
42826,31.102,-88.301,2/24/2024 12:00:00 AM,Robert Walker Rd,AL-ALS-2024022467,c,,SAC,,20240308,48b98c82-bed7-4543-8852-504d4a40f9fb,2/24/2024 10:05:00 PM,,LAST,560,2024-ALALS-2024022467,-88.301,31.102
42827,31.4458333,-87.9519444,2/25/2024 12:00:00 AM,Wasington,AL-ALS-20240225-4,c,,SAC,,20240308,6a67f125-fdf8-4fc8-85d2-f66763a0654a,2/25/2024 9:15:00 PM,,LAST,300,2024-ALALS-20240225-4,-87.9519443999999,31.4458333000001
42828,35.644,-94.641,3/2/2024 12:00:00 AM,Cabin,OK-OKS-240279,c,,SAC,,20240308,a069c0c8-4e7b-4862-ad7b-2fa8079b08ed,3/2/2024 12:45:00 PM,,LAST,109,2024-OKOKS-240279,-94.641,35.6440000000001
42829,34.1388889,-95.4866667,2/26/2024 12:00:00 AM,East 1980 Road,OK-OKS-240204,c,,SAC,,20240308,c3e511fe-d3c6-42e6-9346-56a0bb79fa02,2/26/2024 7:00:00 PM,,LAST,5545,2024-OKOKS-240204,-95.4866666999999,34.1388889
42830,34.0075,-94.6488889,2/28/2024 12:00:00 AM,Craig Curve North,OK-OKS-240247,c,,SAC,,20240308,8b3b9187-4b04-4055-919f-eb2b65ebb8cd,2/28/2024 5:15:00 PM,,LAST,166,2024-OKOKS-240247,-94.6488889,34.0075000000001
42831,27.7183333,-81.9608333,2/27/2024 12:00:00 AM,Mills Rd,FL-FLS-241400118,c,,SAC,,20240308,22c4b2b5-03f6-4f72-a842-f8e7f14ed7a8,2/27/2024 5:30:00 PM,,LAST,650,2024-FLFLS-241400118,-81.9608333,27.7183333
42832,36.3536111,-94.9097222,3/5/2024 12:00:00 AM,Stanley Rogers,OK-OKS-240288,c,,SAC,y,20240308,d1fcc85d-6674-48a7-8626-37a3419055b7,3/3/2024 10:15:00 PM,,ONLY,115,2024-OKOKS-240288,-94.9097222,36.3536111000001
42833,35.6863889,-101.5519444,3/6/2024 12:00:00 AM,Roughneck,TX-TXS-240372,c,,SAC,y,20240308,7628980b-c94e-4b1f-996a-8e4d542d2ad7,3/3/2024 10:57:12 PM,,ONLY,355,2024-TXTXS-240372,-101.5519444,35.6863889000001
42834,33.7877778,-95.9008333,3/6/2024 12:00:00 AM,Caddo Unit 22,TX-TXF-000144,c,,SAC,y,20240308,72975daa-c0d5-4781-9b43-4bf6b80e15db,3/4/2024 10:24:00 PM,,ONLY,193,2024-TXTXF-000144,-95.9008333,33.7877778000001
42835,46.2761111,-96.1116667,3/2/2024 12:00:00 AM,Doran,MN-1GS-000359,,,EACC,y,20240308,027a375f-190d-4808-9cf4-e2f02e9212c1,3/3/2024 7:09:51 PM,,ONLY,2300,2024-MN1GS-000359,-96.1116666999999,46.2761111
42840,39.1919444,-95.8275,3/3/2024 12:00:00 AM,Humphrey Rd,KS-SNX-000193,c,,RMC,y,20240308,59721e26-8d4c-486a-84e7-512cdb474bbc,3/3/2024 5:05:00 PM,,ONLY,1000,2024-KSSNX-000193,-95.8275,39.1919444000001
42841,38.6125,-104.7911111,3/4/2024 12:00:00 AM,Range 135,CO-FCQ-000195,c,,RMC,y,20240308,d6353d33-eeae-43c7-9faa-4e0c5ec89e73,2/29/2024 7:00:00 PM,,ONLY,7000,2024-COFCQ-000195,-104.7911111,38.6125000000001
42842,41.217,-104.92,3/1/2024 12:00:00 AM,Happy Jack,WY-LAX-240020,c,,RMC,,20240308,27ed99c8-6074-491a-b04c-2406bfcc8f99,3/1/2024 7:18:00 PM,,LAST,6634,2024-WYLAX-240020,-104.92,41.217
42843,38.9066667,-104.0725,3/5/2024 12:00:00 AM,Holtwood,CO-EPX-000205,c,,RMC,y,20240308,6502844b-0f2d-42d9-9788-619e498232d1,3/5/2024 5:30:00 PM,,ONLY,641,2024-COEPX-000205,-104.0725,38.9066667000001
42844,38.542,-104.797,2/26/2024 12:00:00 AM,Range 153,CO-FCQ-000145,c,,RMC,,20240308,92881be7-4455-4d49-84fc-9d4ef1e0f596,2/25/2024 8:22:00 PM,,LAST,2672,2024-COFCQ-000145,-104.797,38.542
42845,45.355833,-106.54425,2/24/2024 12:00:00 AM,Three Circle,MT-LG29-000027,c,,NRC,,20240308,d03a11de-e674-42ff-9a50-c726c229c351,2/24/2024 9:22:39 PM,,LAST,613,2024-MTLG29-000027,-106.54425,45.3558330000001
43107,36.243,-99.509,3/8/2024 12:00:00 AM,Persimmon Creek,OK-OKS-240332,c,,SAC,y,20240315,d0d0f421-b245-4779-8bb3-c00612e8e3dd,3/8/2024 12:27:00 AM,,ONLY,315,2024-OKOKS-240332,-99.509,36.2430000000001
43108,36.132,-95.106,3/7/2024 12:00:00 AM,Spring Creek,OK-OKS-240318,c,,SAC,y,20240315,f0aee1c4-148e-4554-a574-0778bdf688a1,3/6/2024 8:00:00 PM,,ONLY,150,2024-OKOKS-240318,-95.1059999999999,36.1320000000001
43109,35.234,-96.157,3/13/2024 12:00:00 AM,Wild Onion,OK-OMA-000744,c,,SAC,y,20240315,5f88b9b5-429e-465b-8974-e09dee954dd0,3/13/2024 9:15:00 PM,,ONLY,245,2024-OKOMA-000744,-96.157,35.234
43110,36.792,-84.66,3/13/2024 12:00:00 AM,Problem,KY-KYS-242310431,c,,SAC,y,20240315,d8357dea-d168-4b0d-ae23-6b100dfcbbd5,3/13/2024 5:57:00 PM,,ONLY,106,2024-KYKYS-242310431,-84.66,36.792
43111,36.774,-84.047,3/14/2024 12:00:00 AM,Whetstone Road,KY-KYS-242350359,c,,SAC,y,20240315,abdd4a6f-27da-4965-87c4-be8edc24a41b,3/12/2024 7:00:00 PM,,ONLY,370,2024-KYKYS-242350359,-84.047,36.7740000000001
43112,35.4597222,-100.8244444,2/26/2024 12:00:00 AM,Grape Vine Creek,TX-TXS-240319,c,,SAC,,20240315,86fb9bb3-55fd-4a0e-8712-b66259f747ab,2/26/2024 9:10:24 PM,,LAST,34883,2024-TXTXS-240319,-100.8244444,35.4597222
43113,36.5858333,-99.4813889,3/6/2024 12:00:00 AM,Cooper,OK-OKS-240324,c,,SAC,,20240315,18d4b5a5-6398-49c7-8fa9-8c1289ca0f5a,3/6/2024 11:00:00 PM,,LAST,2412,2024-OKOKS-240324,-99.4813889,36.5858333
43114,36.4388889,-99.9558333,2/27/2024 12:00:00 AM,Catesby,OK-OKS-240241,c,,SAC,,20240315,17307800-47b3-4881-9226-a83eb2069d82,2/27/2024 7:20:00 PM,,LAST,89688,2024-OKOKS-240241,-99.9558332999999,36.4388889000001
43115,36.71,-100.0038889,2/27/2024 12:00:00 AM,Slapout,OK-OKS-240242,c,,SAC,,20240315,b6a60477-4d45-45b0-84eb-86e94cf8e675,2/27/2024 8:28:00 PM,,LAST,26020,2024-OKOKS-240242,-100.0038889,36.71
43116,36.3333333,-94.8583333,3/4/2024 12:00:00 AM,Runaway Hollow,OK-CNA-000635,c,,SAC,,20240315,30189af2-1265-4de1-91b6-9b4867988155,3/5/2024 12:03:52 AM,,LAST,126,2024-OKCNA-000635,-94.8583333,36.3333333
43117,35.8072222,-95.8502778,3/2/2024 12:00:00 AM,Concharty Church,OK-OMA-000586,c,,SAC,,20240315,0f5a698e-ab01-4182-b254-66c0420ce848,3/2/2024 9:20:21 PM,,LAST,599,2024-OKOMA-000586,-95.8502778,35.8072222000001
43118,35.6911111,-96.5944444,3/2/2024 12:00:00 AM,Clyne,OK-OMA-000606,c,,SAC,,20240315,7b308fcb-d03f-4f54-a72c-39656c96d52b,3/3/2024 12:00:00 AM,,LAST,260,2024-OKOMA-000606,-96.5944444,35.6911111000001
43119,35.1905556,-95.9116667,3/4/2024 12:00:00 AM,Arkoma,OK-OMA-000638,c,,SAC,,20240315,a2295644-7993-48b4-9368-dc17a27b94f8,3/5/2024 3:00:00 AM,,LAST,395,2024-OKOMA-000638,-95.9116667,35.1905556
43120,33.6880556,-85.9011111,3/3/2024 12:00:00 AM,Pel Range #63,AL-ALS-240303-1,c,,SAC,,20240315,bc363d2f-634d-47dd-a7a5-ace83fd5e207,3/3/2024 9:02:00 PM,,LAST,475,2024-ALALS-240303-1,-85.9011111,33.6880556
43121,30.21,-84.991,3/2/2024 12:00:00 AM,Brushy Crossing,FL-FNF-000769,c,,SAC,,20240315,57362611-d594-4e28-b418-8d9305a6a73a,3/2/2024 3:03:00 PM,,LAST,2215,2024-FLFNF-000769,-84.991,30.21
43123,41.4875,-100.5713889,2/26/2024 12:00:00 AM,Betty's Way,NE-NES-240137,c,,RMC,,20240315,56d6ead8-785e-402e-93bd-6bae07b93e4a,2/26/2024 4:00:00 PM,,LAST,69810,2024-NENES-240137,-100.5713889,41.4875000000001
43124,38.034,-103.201,3/3/2024 12:00:00 AM,Boggsvillle,CO-BNX-000183,c,,RMC,,20240315,3bed2c1b-a44f-41d5-8608-b838abe8ae7c,3/2/2024 5:28:53 PM,,LAST,1084,2024-COBNX-000183,-103.201,38.034
43125,44.106,-93.46,3/3/2024 12:00:00 AM,Snake Trail,MN-3XS-000358,c,,EACC,,20240315,30a5b749-da2e-4c4a-976a-4cc3d378e2a8,3/3/2024 6:50:00 PM,,LAST,1594,2024-MN3XS-000358,-93.46,44.1060000000001
43126,35.4122222,-113.0336111,3/5/2024 12:00:00 AM,Aubrey,AZ-A5S-240160,c,,SWC,,20240315,10634541-ef62-4d11-94fb-e9f35f7f75ff,3/5/2024 8:02:00 PM,,LAST,3875,2024-AZA5S-240160,-113.0336111,35.4122222
43127,45.204,-106.297,3/11/2024 12:00:00 AM,Otter Road,MT-LG29-000033,c,,NRC,y,20240315,f95d3f10-4141-45cb-b089-80e5ca04af6f,3/10/2024 8:05:00 PM,,ONLY,2323,2024-MTLG29-000033,-106.297,45.2040000000001
43308,38.6636111,-78.5922222,3/20/2024 12:00:00 AM,Waterfall Mountain,VA-VAF-240044,,C,SAC,y,20240322,a820f5af-074c-4a7f-98fd-14a52f9de763,3/20/2024 9:19:05 PM,,ONLY,4126,2024-VAVAF-240044,-78.5922222,38.6636111
43311,38.7594444,-78.9372222,3/20/2024 12:00:00 AM,Capon,VA-VAS-24CR00221,,,SAC,y,20240322,c1466794-0488-4c75-9911-63eeead5f4fe,3/20/2024 2:45:00 PM,,ONLY,1200,2024-VAVAS-24CR00221,-78.9372222,38.7594444000001
43323,34.266,-95.417,2/26/2024 12:00:00 AM,Smokehouse Creek,TX-TXS-240317,c,,SAC,,20240322,4a55159b-d06f-4574-a689-cc4cdccdc097,2/26/2024 8:16:05 PM,,LAST,1058482,2024-TXTXS-240317,-95.417,34.2660000000001
43324,35.258,-95.416,2/26/2024 12:00:00 AM,Windy Deuce,TX-TXS-240324,c,,SAC,,20240322,b972cffd-155a-421e-b86b-969af75e1880,2/27/2024 12:23:16 AM,,LAST,144045,2024-TXTXS-240324,-95.4159999999999,35.258
43325,34.5722222,-88.4977778,3/12/2024 12:00:00 AM,Lamar Castle,OK-OMA-000726,c,,SAC,,20240322,db60063f-1cef-4666-a02c-c668feaa9fd8,3/12/2024 6:22:59 PM,,LAST,903,2024-OKOMA-000726,-88.4977777999999,34.5722222000001
43326,44.65,-104.739,3/14/2024 12:00:00 AM,Irishman Creek Road,KY-KYS-241190508,c,,SAC,,20240322,1422dc09-71f7-404a-892d-ee564f7b2ae5,3/14/2024 6:35:00 PM,,LAST,188,2024-KYKYS-241190508,-104.739,44.65
43327,36.8025,-91.0725,3/12/2024 12:00:00 AM,North Beaver,OK-OKS-240337,c,,SAC,,20240322,db451e60-a76b-41fd-875c-05c1ba71c945,3/11/2024 7:21:00 PM,,LAST,674,2024-OKOKS-240337,-91.0725,36.8025000000001
43328,37.4575,-81.9777778,3/12/2024 12:00:00 AM,Brooken 1,OK-OKS-240341,c,,SAC,,20240322,d8478306-d915-4641-9f8b-fcdee4f56b84,3/11/2024 9:30:00 PM,,LAST,511,2024-OKOKS-240341,-81.9777778,37.4575
43329,37.0947222,-82.2947222,3/12/2024 12:00:00 AM,Brooken 2,OK-OKS-240346,c,,SAC,,20240322,49d32d84-5a31-4385-9438-2e2a10790fa8,3/12/2024 8:45:00 PM,,LAST,142,2024-OKOKS-240346,-82.2947222,37.0947222
43330,36.8847222,-81.0338889,3/13/2024 12:00:00 AM,Hog Trap,OK-OKS-240356,c,,SAC,,20240322,4119fac7-a248-4f6e-80c7-4f063f43c3ef,3/14/2024 1:30:00 AM,,LAST,170,2024-OKOKS-240356,-81.0338889,36.8847222000001
43331,37.8922222,-82.1027778,3/18/2024 12:00:00 AM,Mining Camp Hollow,OK-OKS-240361,c,,SAC,y,20240322,016427f6-4c46-425c-88ec-d9d470f3d53c,3/18/2024 4:15:00 PM,,ONLY,150,2024-OKOKS-240361,-82.1027778,37.8922222
43332,36.1191667,-96.2219444,3/14/2024 12:00:00 AM,CR 5091,MS-MSS-012453,c,,SAC,y,20240322,69a8450c-67e9-44dd-a213-eddcd5275efb,3/14/2024 8:45:00 PM,,ONLY,301,2024-MSMSS-012453,-96.2219444,36.1191667000001
43333,38.6266667,-79.1752778,3/16/2024 12:00:00 AM,24WR000167,VA-VAS-24WR00167,c,,SAC,y,20240322,c2197990-4982-4c85-a7eb-d5183d9c777f,3/14/2024 1:00:00 AM,,ONLY,236,2024-VAVAS-24WR00167,-79.1752777999999,38.6266667
43334,35.8683333,-94.8525,3/16/2024 12:00:00 AM,24WR000155,VA-VAS-24WR00155,c,,SAC,y,20240322,99322cf5-7877-4674-a7e0-81fd81314cfd,3/14/2024 7:00:00 AM,,ONLY,100,2024-VAVAS-24WR00155,-94.8525,35.8683333000001
43335,36.0458333,-95.0219444,3/16/2024 12:00:00 AM,24WR00168,VA-VAS-24WR00168,c,,SAC,y,20240322,b387dce9-6e19-4d71-b75c-ad7a74d6798b,3/14/2024 6:30:00 PM,,ONLY,284,2024-VAVAS-24WR00168,-95.0219443999999,36.0458333
43336,37.6894444,-91.2377778,3/19/2024 12:00:00 AM,Blackbird Creek,OK-OKS-240372,c,,SAC,y,20240322,ff96b897-76f9-4208-8ed2-e76cebe3e9b9,3/19/2024 9:00:00 PM,,ONLY,130,2024-OKOKS-240372,-91.2377777999999,37.6894444000001
43337,36.06,-81.1553333,3/20/2024 12:00:00 AM,Brushy Mountain,NC-NCS-240013,c,,SAC,y,20240322,090ced4a-f51f-4b93-9791-9289401c5e14,3/19/2024 5:25:00 PM,,ONLY,125,2024-NCNCS-240013,-81.1553332999999,36.0600000000001
43338,36.863,-100.626,3/13/2024 12:00:00 AM,Barlow Canyon,WY-CRX-240176,c,,RMC,,20240322,eb70f9c6-24a8-4376-a96e-cca53306bad8,3/10/2024 4:00:21 AM,,LAST,207,2024-WYCRX-240176,-100.626,36.8630000000001
43342,35.848,-101.4330556,3/17/2024 12:00:00 AM,Little Barren,MO-MTF-000222,c,,EACC,y,20240322,b99ff9c4-04a9-4705-ad6d-eab740d766f1,3/17/2024 3:18:52 PM,,ONLY,258,2024-MOMTF-000222,-101.4330556,35.8480000000001
43343,37.289,-82.959,3/21/2024 12:00:00 AM,Bates,MO-MTF-000264,c,,EACC,y,20240322,4e2471f0-2d11-46b0-8823-b019570642a1,3/21/2024 4:26:58 PM,,ONLY,370,2024-MOMTF-000264,-82.9589999999999,37.289
43655,38.6266667,-79.1752778,3/16/2024 12:00:00 AM,Brushy Knob,VA-VAF-240033,,,SAC,,20240329,ddd1a104-22d8-48f2-aeec-b1e1fb7c2a39,3/16/2024 7:41:00 PM,,LAST,500,2024-VAVAF-240033,-79.1752777999999,38.6266667
43656,36.1191667,-96.2219444,3/22/2024 12:00:00 AM,Flying G,OK-OMA-000770,c,,SAC,,20240329,e62e31e4-bbba-4f77-9f30-dfa301126b5c,3/17/2024 6:37:31 PM,,LAST,1110,2024-OKOMA-000770,-96.2219444,36.1191667000001
43657,34.8361667,-78.6523333,3/22/2024 12:00:00 AM,Horseshoe Lake,NC-NCS-240014,c,,SAC,,20240329,03550abc-72be-48b6-93aa-38a12cc0f656,3/20/2024 11:30:00 PM,,LAST,570,2024-NCNCS-240014,-78.6523333,34.8361667
